ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_category,sales_category,sales_per_order
Standard Class,Corporate,United States,Freeport,Illinois,61032,Central,Office Supplies,Storage,45.248,2,0.2,3.9592,Profit,Low,45.248
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,59.904,2,0.2,14.2272,Profit,Low,59.904
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,23.696,2,0.2,6.5164,Profit,Low,23.696
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,7.968,2,0.2,2.8884,Profit,Low,7.968
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,18.2,7,0.2,2.0475,Profit,Low,18.2
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,27.552,3,0.2,-0.3444,Loss,Low,27.552
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,844.116,6,0.3,-36.1764,Loss,High,844.116
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,76.752,3,0.2,-9.594,Loss,Low,76.752
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,3.0,1,0.2,1.05,Profit,Low,3.0
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,7.506,9,0.7,-6.0048,Loss,Low,7.506
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Labels,16.56,2,0.2,5.796,Profit,Low,16.56
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Furnishings,79.92,4,0.0,34.3656,Profit,Low,79.92
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,69.98,2,0.0,13.2962,Profit,Low,69.98
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Binders,11.06,10,0.8,-18.802,Loss,Low,11.06
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Furniture,Bookcases,623.4648,7,0.32,-119.1918,Loss,High,623.4648
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Storage,772.68,5,0.2,-57.951,Loss,High,772.68
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Appliances,283.14,4,0.1,72.358,Profit,Low,283.14
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Technology,Phones,635.96,4,0.0,165.3496,Profit,High,635.96
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Technology,Phones,118.99,1,0.0,33.3172,Profit,Low,118.99
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Furnishings,272.94,3,0.0,30.0234,Profit,Low,272.94
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,15.008,2,0.2,1.5008,Profit,Low,15.008
Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Binders,33.088,4,0.2,11.1672,Profit,Low,33.088
Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Storage,80.98,1,0.0,3.2392,Profit,Low,80.98
Standard Class,Consumer,United States,Logan,Utah,84321,West,Technology,Accessories,82.8,12,0.0,6.624,Profit,Low,82.8
Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Storage,21.36,2,0.0,5.7672,Profit,Low,21.36
Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Binders,62.048,2,0.2,20.1656,Profit,Low,62.048
Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Fasteners,29.61,9,0.0,13.3245,Profit,Low,29.61
Same Day,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Phones,863.928,9,0.2,86.3928,Profit,High,863.928
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,241.92,4,0.4,-56.448,Loss,Low,241.92
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,163.88,4,0.5,-81.94,Loss,Low,163.88
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,3.486,2,0.7,-2.7888,Loss,Low,3.486
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,10.584,7,0.2,-2.3814,Loss,Low,10.584
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Technology,Phones,440.91,9,0.0,123.4548,Profit,Low,440.91
Standard Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Binders,5.715,5,0.7,-4.7625,Loss,Low,5.715
First Class,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,51.968,2,0.2,10.3936,Profit,Low,51.968
First Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,71.976,3,0.2,21.5928,Profit,Low,71.976
First Class,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Chairs,242.352,3,0.2,-42.4116,Loss,Low,242.352
First Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,221.92,5,0.2,77.672,Profit,Low,221.92
First Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,8.448,2,0.2,2.64,Profit,Low,8.448
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,29.52,4,0.0,14.4648,Profit,Low,29.52
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,302.94,3,0.0,48.4704,Profit,Low,302.94
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,142.36,2,0.0,38.4372,Profit,Low,142.36
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,546.66,9,0.0,136.665,Profit,High,546.66
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Furnishings,212.13,3,0.0,14.8491,Profit,Low,212.13
Standard Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Art,5.248,2,0.2,0.5904,Profit,Low,5.248
Standard Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Storage,74.416,2,0.2,-14.8832,Loss,Low,74.416
Standard Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Paper,6.848,2,0.2,2.14,Profit,Low,6.848
Standard Class,Home Office,United States,Austin,Texas,78745,Central,Furniture,Furnishings,7.996,1,0.6,-6.9965,Loss,Low,7.996
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,8.712,2,0.8,-19.602,Loss,Low,8.712
First Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Supplies,65.17,7,0.0,18.8993,Profit,Low,65.17
First Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Labels,14.62,2,0.0,6.8714,Profit,Low,14.62
First Class,Consumer,United States,Waterbury,Connecticut,6708,East,Furniture,Furnishings,173.24,4,0.0,17.324,Profit,Low,173.24
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,895.92,5,0.2,302.373,Profit,High,895.92
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,130.71,3,0.0,39.213,Profit,Low,130.71
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,11.68,2,0.0,3.0368,Profit,Low,11.68
First Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Accessories,62.31,3,0.0,22.4316,Profit,Low,62.31
Same Day,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,0.852,1,0.7,-0.5964,Loss,Low,0.852
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,Profit,Low,36.288
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,56.568,2,0.6,-74.9526,Loss,Low,56.568
First Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Phones,344.704,2,0.2,38.7792,Profit,Low,344.704
Standard Class,Consumer,United States,Louisville,Colorado,80027,West,Technology,Phones,201.584,2,0.2,20.1584,Profit,Low,201.584
Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Tables,521.96,2,0.0,88.7332,Profit,High,521.96
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,8.22,3,0.0,2.2194,Profit,Low,8.22
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,45.36,7,0.0,21.7728,Profit,Low,45.36
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Storage,947.17,7,0.0,9.4717,Profit,High,947.17
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Paper,61.96,2,0.0,27.882,Profit,Low,61.96
Second Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Tables,268.935,3,0.5,-209.7693,Loss,Low,268.935
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Art,7.58,1,0.0,2.9562,Profit,Low,7.58
Same Day,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Labels,14.73,3,0.0,7.2177,Profit,Low,14.73
Standard Class,Home Office,United States,Apopka,Florida,32712,South,Office Supplies,Binders,9.888,2,0.7,-6.9216,Loss,Low,9.888
Standard Class,Home Office,United States,Apopka,Florida,32712,South,Office Supplies,Appliances,671.544,3,0.2,50.3658,Profit,High,671.544
Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Storage,1117.92,4,0.0,55.896,Profit,High,1117.92
Second Class,Home Office,United States,New York City,New York,10009,East,Furniture,Bookcases,275.952,3,0.2,-37.9434,Loss,Low,275.952
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,123.144,7,0.2,46.179,Profit,Low,123.144
Second Class,Consumer,United States,Dallas,Texas,75217,Central,Technology,Accessories,15.576,3,0.2,3.3099,Profit,Low,15.576
Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,212.64,6,0.0,99.9408,Profit,Low,212.64
Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,9.87,3,0.0,4.5402,Profit,Low,9.87
Second Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,53.25,3,0.0,20.7675,Profit,Low,53.25
Second Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,19.92,3,0.0,9.5616,Profit,Low,19.92
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,658.746,3,0.1,146.388,Profit,High,658.746
Standard Class,Home Office,United States,Lewiston,Maine,4240,East,Office Supplies,Binders,8.26,2,0.0,3.8822,Profit,Low,8.26
Standard Class,Home Office,United States,Lewiston,Maine,4240,East,Office Supplies,Binders,29.84,2,0.0,13.428,Profit,Low,29.84
Standard Class,Home Office,United States,Lewiston,Maine,4240,East,Technology,Accessories,67.98,2,0.0,14.9556,Profit,Low,67.98
Standard Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Labels,61.06,2,0.0,28.0876,Profit,Low,61.06
Standard Class,Consumer,United States,Long Beach,California,90805,West,Furniture,Tables,35.544,1,0.2,-0.8886,Loss,Low,35.544
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Labels,9.96,2,0.0,4.5816,Profit,Low,9.96
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Art,9.21,3,0.0,2.3025,Profit,Low,9.21
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Supplies,27.93,3,0.0,8.0997,Profit,Low,27.93
Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Fasteners,7.9,2,0.0,2.528,Profit,Low,7.9
Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Storage,221.16,4,0.0,57.5016,Profit,Low,221.16
Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,127.96,2,0.0,62.7004,Profit,Low,127.96
Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,18.69,3,0.0,9.1581,Profit,Low,18.69
Same Day,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Supplies,25.35,3,0.0,7.605,Profit,Low,25.35
Same Day,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,35.28,3,0.0,11.9952,Profit,Low,35.28
First Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,33.4,5,0.0,16.032,Profit,Low,33.4
First Class,Corporate,United States,Spokane,Washington,99207,West,Technology,Machines,837.6,3,0.2,62.82,Profit,High,837.6
Standard Class,Consumer,United States,Franklin,Tennessee,37064,South,Technology,Phones,40.68,3,0.2,-9.153,Loss,Low,40.68
Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Furniture,Chairs,209.568,2,0.2,-23.5764,Loss,Low,209.568
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,22.368,4,0.2,6.4308,Profit,Low,22.368
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,3.882,2,0.7,-2.588,Loss,Low,3.882
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Paper,115.296,3,0.2,40.3536,Profit,Low,115.296
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,1.908,2,0.7,-1.5264,Loss,Low,1.908
Standard Class,Home Office,United States,Danville,Illinois,61832,Central,Office Supplies,Binders,43.372,7,0.8,-69.3952,Loss,Low,43.372
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,783.96,4,0.0,219.5088,Profit,High,783.96
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,48.896,2,0.2,18.336,Profit,Low,48.896
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,7.856,2,0.2,2.8478,Profit,Low,7.856
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,5.904,2,0.2,1.9926,Profit,Low,5.904
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,13.712,2,0.2,1.0284,Profit,Low,13.712
Standard Class,Consumer,United States,Chula Vista,California,91911,West,Office Supplies,Envelopes,182.94,3,0.0,85.9818,Profit,Low,182.94
First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,27.76,4,0.0,9.9936,Profit,Low,27.76
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,25.99,1,0.0,7.5371,Profit,Low,25.99
First Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Accessories,113.52,5,0.2,29.799,Profit,Low,113.52
First Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Phones,359.88,3,0.2,22.4925,Profit,Low,359.88
Same Day,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,25.344,4,0.2,9.1872,Profit,Low,25.344
Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Binders,11.952,3,0.2,4.1832,Profit,Low,11.952
Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Supplies,6.24,3,0.0,1.872,Profit,Low,6.24
Second Class,Consumer,United States,Avondale,Arizona,85323,West,Technology,Phones,742.336,8,0.2,83.5128,Profit,High,742.336
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,6.464,1,0.6,-4.04,Loss,Low,6.464
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Labels,11.52,5,0.2,4.176,Profit,Low,11.52
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,222.384,2,0.2,16.6788,Profit,Low,222.384
Standard Class,Home Office,United States,Escondido,California,92025,West,Office Supplies,Art,23.36,4,0.0,6.0736,Profit,Low,23.36
Second Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Labels,8.67,3,0.0,4.0749,Profit,Low,8.67
Second Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Supplies,25.71,3,0.0,6.6846,Profit,Low,25.71
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Appliances,100.94,7,0.0,33.3102,Profit,Low,100.94
First Class,Consumer,United States,Buffalo,New York,14215,East,Furniture,Chairs,63.882,1,0.1,10.647,Profit,Low,63.882
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,683.144,4,0.3,0.0,Profit,High,683.144
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,1.476,3,0.8,-2.214,Loss,Low,1.476
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Supplies,40.712,7,0.2,3.5623,Profit,Low,40.712
Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Paper,279.9,5,0.0,137.151,Profit,Low,279.9
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,13.12,5,0.2,1.148,Profit,Low,13.12
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Bookcases,69.576,4,0.7,-143.7904,Loss,Low,69.576
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,4.224,3,0.2,0.4752,Profit,Low,4.224
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Technology,Accessories,58.08,4,0.2,-6.534,Loss,Low,58.08
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,52.416,9,0.2,15.0696,Profit,Low,52.416
